Penalty Year,Agency Short,Action Type,Agency,Level of Government,Penalty Amount Adjusted For Eliminating Multiple Counting,Parent Short,Case ID,Civil/Criminal,Company,Court,Current Parent Company,Current Parent HQ Country,Current Parent HQ State,Current Parent ISIN,Current Parent Major Industry,Current Parent Ownership Structure,Current Parent Specific Industry,Current Parent Stock Ticker,Description,Facility Address,Facility City,Facility County,Facility Name,Facility State,Facility Zip,Info Source,Lawsuit Resolution,NAICS Code,NAICS Translation,Notes,Offense Group,Original System ID,PACER Link,Parent at the Time of the Penalty Announcement,Penalty Amount,Penalty Amount Adjusted For Eliminating Multiple Counting (Primary Offense),Penalty Date,Primary Offense,Private Litigation Case Title,Prosecution Agreement,Recap of Ownership Changes,Secondary Offense,Subtraction From Penalty Amount to Avoid Double Counting
2015,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,13750000,Barclays,,civil,"Barclays Capital, Inc.",,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,"The Financial Industry Regulatory Authoritys ordered Barclays Capital, Inc. to pay more than $10 million in restitution, including interest, to affected customers for mutual fund-related suitability violations. These suitability violations related to an array of mutual fund transactions including mutual fund switches. Additionally, the firm failed to provide applicable breakpoint discounts to certain customers. Barclays was also censured and fined $3.75 million.",,,,,,,https://www.finra.org/media-center/news-releases/2015/finra-sanctions-barclays-capital-inc-1375-million-unsuitable-mutual,,,,FINRA is a securities industry self-regulatory body authorized by the federal government.,financial offenses,,,Barclays,13750000,80991516314,12/29/2015,investor protection violation,,,,financial institution supervision failures,0
2015,NCUA,agency action,National Credit Union Administration,federal,325000000,Barclays,,civil,Barclays Capital Inc.,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,The National Credit Union Administration announced an agreement with Barclay's Capital for $325 million to resolve claims arising from losses related to purchases of faulty residential mortgage-backed securities by corporate credit unions.,,,,,,,https://www.ncua.gov/newsroom/Pages/NW20151019Barclays-Agrees-to-Pay-$325-Million-to-Settle-RMBS-Lawsuits.aspx,,,,,financial offenses,,,Barclays,325000000,98555681896,10/19/2015,toxic securities abuses,,,,,0
2016,Fed,agency action,Federal Reserve,federal,131000000,HSBC,,civil,"HSBC North America Holdings, Inc.",,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,"The Federal Reserve Board announced a $131 million penalty against HSBC North America Holdings, Inc. and HSBC Finance Corporation for deficiencies in residential mortgage loan servicing and foreclosure processing.",,,,,,,http://www.federalreserve.gov/newsevents/press/enforcement/20160205a.htm,,,,,financial offenses,,,HSBC,131000000,21150215267,2/5/2016,banking violation,,,,mortgage abuses,0
2016,OCC,agency action,Office of the Comptroller of the Currency,federal,35000000,HSBC,,civil,"HSBC Bank USA, National Association",,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,"The Office of the Comptroller of the Currency assessed a $35 million penalty against HSBC Bank USA, N.A., McLean, Virginia, and ordered the bank to identify and make restitution to harmed customers.",,Mclean,,,Virginia,,http://occ.gov/news-issuances/news-releases/2016/nr-occ-2016-45.html,,,,,financial offenses,,,HSBC,35000000,21150215267,4/12/2016,banking violation,,,,,0
2016,FINCEN/OFAC,agency action,Office of Foreign Assets Control,federal,2485890,Barclays,,civil,Barclays Bank PLC,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,"The U.S. Department of the Treasury's Office of Foreign Assets Control announced a $2,485,890 settlement with Barclays Bank Plc to settle its potential civil liability for 159 apparent violations of the Zimbabwe Sanctions Regulations.",,,,,,,https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/20160208.aspx,,,,,financial offenses,,,Barclays,2485890,19279605947,2/8/2016,economic sanction violation,,,,,0
2016,SEC/FINRA,agency action,Securities and Exchange Commission,federal,35000000,Barclays,,civil,Barclays Capital Inc.,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,The Securities and Exchange Commission announced that Barclays Capital Inc. and Credit Suisse Securities (USA) LLC agreed to settle separate cases finding that they violated federal securities laws while operating alternative trading systems known as dark pools and Credit Suisse's Light Pool.,,,,,,,https://www.sec.gov/news/pressrelease/2016-16.html,,,,,financial offenses,,,Barclays,35000000,80991516314,1/31/2016,investor protection violation,,,,,0
2016,SEC/FINRA,agency action,Securities and Exchange Commission,federal,500000,Barclays,,civil,Barclays Capital Inc.,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,,,,,,,,https://www.sec.gov/litigation/admin/2016/33-10016.pdf,,,,,financial offenses,,,Barclays,500000,80991516314,2/2/2016,investor protection violation,,,,,0
2016,CFTC,agency action,Commodity Futures Trading Commission,federal,800000,Barclays,,civil,Barclays Capital Inc.,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,"The U.S. Commodity Futures Trading Commission issued an Order filing and simultaneously settling charges against Barclays Capital, Inc. for failing to diligently supervise its officers', employees' and agents' processing of exchange and clearing fees it charged customers for trading and clearing Chicago Mercantile Exchange products from January 2011 to April 2015.",,,,,,,http://www.cftc.gov/PressRoom/PressReleases/pr7419-16,,,,,financial offenses,,,Barclays,800000,80991516314,8/4/2016,investor protection violation,,,,financial institution supervision failures,0
2016,SEC/FINRA,agency action,Financial Industry Regulatory Authority,federal,1300000,Barclays,,civil,Barclays Capital Inc.,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,The Financial Industry Regulatory Authority fined Barclays Capital Inc. $1.3 million for systemic Order Audit Trail System (OATS) reporting violations and related supervisory failures.,,,,,,,https://www.finra.org/media-center/news-releases/2016/finra-fines-barclays-capital-inc-13-million-extensive-oats-reporting,,,,FINRA is a securities industry self-regulatory body authorized by the federal government.,financial offenses,,,Barclays,1300000,80991516314,8/3/2016,investor protection violation,,,,financial institution supervision failures,0
2016,CFTC,agency action,Commodity Futures Trading Commission,federal,560000,Barclays,,civil,Barclays Bank PLC,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,,,,,,,,http://www.cftc.gov/PressRoom/PressReleases/pr7401-16,,,,,financial offenses,,,Barclays,560000,80991516314,7/6/2016,investor protection violation,,,,securities issuance or trading violation,0
2017,OCC,agency action,Office of the Comptroller of the Currency,federal,32500000,HSBC,,civil,"HSBC Bank USA, National Association",,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,,,,,,,,https://www.occ.gov/static/enforcement-actions/ea2017-002.pdf,,,,,financial offenses,,,HSBC,32500000,21150215267,1/6/2017,banking violation,,,,,0
2017,Fed,agency action,Federal Reserve,federal,175000000,HSBC,,civil,HSBC Holdings,,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,The Federal Reserve Board fined HSBC Holdings PLC and HSBC North America Holdings Inc. $175 million for the firm's unsafe and unsound practices in its foreign exchange (FX) trading business.,,,,,,,https://www.federalreserve.gov/newsevents/pressreleases/files/enf20170929a1.pdf,,,,,financial offenses,,,HSBC,175000000,21150215267,9/29/2017,banking violation,,,,,0
2017,SEC/FINRA,agency action,Securities and Exchange Commission,federal,97037659,Barclays,,civil,Barclays Capital,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,"In a settlement of more than $97 million, Barclays agreed to settle three sets of violations that resulted in clients being overbilled by nearly $50 million.  The SEC's order found that two Barclays advisory programs charged fees to more than 2,000 clients for due diligence and monitoring of certain third-party investment managers and investment strategies when in fact these services weren't being performed as represented.  Barclays also collected excess mutual fund sales charges or fees from 63 brokerage clients by recommending more expensive share classes when less expensive share classes were available. Another 22,138 accounts paid excess fees to Barclays due to miscalculations and billing errors by the firm.",,,,,,,https://www.sec.gov/news/press-release/2017-98,,,,,financial offenses,,,Barclays,97037659,80991516314,5/10/2017,investor protection violation,,,,,0
2017,SEC/FINRA,agency action,Securities and Exchange Commission,federal,12710040,Barclays,,civil,Barclays Capital Inc.,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,,,,,,,,https://www.sec.gov/litigation/admin/2017/34-80560.pdf,,,,,financial offenses,,,Barclays,12710040,80991516314,5/1/2017,investor protection violation,,,,,0
2018,CFTC,agency action,Commodity Futures Trading Commission,federal,1600000,HSBC,,civil,HSBC Securities (USA) Inc.,,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,,,,,,,,http://www.cftc.gov/PressRoom/PressReleases/pr7684-18,,,,,financial offenses,,,HSBC,1600000,80991516314,1/29/2018,investor protection violation,,,,securities issuance or trading violation,0
2018,DoJ/US AG,agency action,U.S. Attorney-Eastern District of New York,federal,2000000000,Barclays,,civil,"Barclays Capital, Inc.",,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,"The United States reached agreement with Barclays Capital, Inc. and several of its affiliates related to Barclays' underwriting and issuance of residential mortgage-backed securities between 2005 and 2007.  Barclays agreed to pay the United States $2 billion in civil penalties in exchange for dismissal of the Amended Complaint.",,,,,,,https://www.justice.gov/usao-edny/pr/barclays-agrees-pay-2-billion-civil-penalties-resolve-claims-fraud-sale-residential,,,,,financial offenses,,,Barclays,2000000000,98555681896,3/29/2018,toxic securities abuses,,,,,0
2018,DoJ/US AG,agency action,U.S. Attorney-District of Colorado,federal,765000000,HSBC,,civil,HSBC,,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,"HSBC agreed to pay $765 million to settle claims related to its packaging, securitization, issuance, marketing and sale of residential mortgage-backed securities between 2005 and 2007.",,,,,,,https://www.justice.gov/usao-co/pr/hsbc-agrees-pay-765-million-connection-its-sale-residential-mortgage-backed-securities,,,,,financial offenses,,,HSBC,765000000,98555681896,10/9/2018,toxic securities abuses,,,,,0
2019,Fed,agency action,Federal Reserve,federal,164000000,Standard Chartered,,civil,Standard Chartered plc,,Standard Chartered,United Kingdom,,GB0004082847,financial services,publicly traded,banking,LSE: STAN,"The Federal Reserve Board fined Standard Chartered plc and Standard Chartered Bank, of London, England, $164 million for unsafe and unsound practices relating to inadequate sanctions controls and failure to disclose sanctions risks to the Federal Reserve.",,,,,,,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190409a.htm,,,,,financial offenses,,,Standard Chartered,164000000,21150215267,4/9/2019,banking violation,,,,,0
2019,FINCEN/OFAC,agency action,Office of Foreign Assets Control,federal,18016283,Standard Chartered,,civil,Standard Chartered Bank,,Standard Chartered,United Kingdom,,GB0004082847,financial services,publicly traded,banking,LSE: STAN,,,,,,,,https://www.treasury.gov/resource-center/sanctions/CivPen/Documents/20190408_scb_webpost.pdf,,,,,financial offenses,,,Standard Chartered,657040033,19279605947,4/9/2019,economic sanction violation,,,,,639023750
2019,CFTC,agency action,Commodity Futures Trading Commission,federal,650000,HSBC,,civil,"HSBC Bank USA, N.A.",,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,swaps violation,,,,,,,https://www.cftc.gov/PressRoom/PressReleases/8038-19,,,,,financial offenses,,,HSBC,650000,80991516314,10/1/2019,investor protection violation,,,,,0
2020,SEC/FINRA,agency action,Securities and Exchange Commission,federal,725000,HSBC,,civil,HSBC Securities (USA) Inc.,,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,,,,,,,,https://www.sec.gov/litigation/admin/2020/34-88387.pdf,,,,,financial offenses,,,HSBC,725000,80991516314,3/16/2020,investor protection violation,,,,,0
2022,SEC/FINRA,agency action,Securities and Exchange Commission,federal,125000000,Barclays,,civil,Barclays Capital Inc.,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,"The Securities and Exchange Commission announced charges against 15 broker-dealers and one affiliated investment adviser for widespread and longstanding failures by the firms and their employees to maintain and preserve electronic communications. The firms admitted the facts set forth in their respective SEC orders, acknowledged that their conduct violated recordkeeping provisions of the federal securities laws, agreed to pay combined penalties of more than $1.1 billion, and have begun implementing improvements to their compliance policies and procedures to settle these matters.",,,,,,,https://www.sec.gov/news/press-release/2022-174,,,,,financial offenses,,,Barclays,125000000,80991516314,9/27/2022,investor protection violation,,,,,0
2022,SEC/FINRA,agency action,Securities and Exchange Commission,federal,361000000,Barclays,,civil,Barclays Bank PLC,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,"The Securities and Exchange Commission charged Barclays PLC and Barclays Bank PLC (BBPLC) in connection with the unregistered offer and sale of an unprecedented amount of securities due to a failure to implement any internal control to track such transactions in real time. Both firms restated their year-end 2021 audited financial statements filed with the Commission as a result of the over-issuances and internal control failure. The firms agreed to pay a $200 million civil penalty and the SEC additionally ordered BBPLC to pay disgorgement and prejudgment interest of more than $161 million, which was deemed satisfied by an offer of rescission BBPLC made to investors in the unregistered offerings.",,,,,,,https://www.sec.gov/news/press-release/2022-179,,,,,financial offenses,,,Barclays,361000000,80991516314,9/29/2022,investor protection violation,,,,accounting fraud or deficiencies,0
2022,CFTC,agency action,Commodity Futures Trading Commission,federal,75000000,Barclays,,civil,Barclays Bank PLC,,Barclays,United Kingdom,,GB0031348658,financial services,publicly traded,banking,LSE: BARC,"The Commodity Futures Trading Commission issued orders simultaneously filing and settling charges against swap dealer and futures commission merchant (FCM) affiliates of 11 financial institutions for failing to maintain, preserve, or produce records that were required to be kept under CFTC recordkeeping requirements, and failing to diligently supervise matters related to their businesses as CFTC registrants.",,,,,,,https://www.cftc.gov/PressRoom/PressReleases/8599-22,,,,,financial offenses,,,Barclays,75000000,80991516314,9/27/2022,investor protection violation,,,,financial institution supervision failures,0
2022,SEC/FINRA,agency action,Securities and Exchange Commission,federal,150000,Janus Henderson,,civil,Janus Henderson Investors US LLC,,Janus Henderson,United Kingdom,,JE00BYPZJM29,financial services,publicly traded,investment management,NYSE: JHG,,,,,,,,https://www.sec.gov/litigation/admin/2022/ia-6114.pdf,,,,,financial offenses,,,Janus Henderson,150000,80991516314,9/9/2022,investor protection violation,,,,,0
2023,SEC/FINRA,agency action,Securities and Exchange Commission,federal,15000000,HSBC,,civil,HSBC Securities (USA) Inc.,,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,"The Securities and Exchange Commission charged HSBC Securities (USA) Inc. and Scotia Capital (USA) Inc. for widespread and longstanding failures by both firms and their employees to maintain and preserve electronic communications. To settle the charges, HSBC and Scotia acknowledged that their conduct violated recordkeeping provisions of the federal securities laws and agreed to pay penalties of $15 million and $7.5 million, respectively.",,,,,,,https://www.sec.gov/news/press-release/2023-91,,,,,financial offenses,,,HSBC,15000000,80991516314,5/11/2023,investor protection violation,,,,,0
2023,CFTC,agency action,Commodity Futures Trading Commission,federal,45000000,HSBC,,civil,"HSBC Bank USA, N.A.",,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,"The Commodity Futures Trading Commission issued an order simultaneously filing and settling charges against HSBC Bank USA, N.A., a provisionally registered swap dealer. The order charged HSBC with manipulative and deceptive trading related to swaps with bond issuers, spoofing, and supervision and mobile device recordkeeping failures at various times during approximately an eight-year period.",,,,,,,https://www.cftc.gov/PressRoom/PressReleases/8702-23,,,,,financial offenses,,,HSBC,45000000,80991516314,5/12/2023,investor protection violation,,,,financial institution supervision failures,0
2023,CFTC,agency action,Commodity Futures Trading Commission,federal,30000000,HSBC,,civil,HSBC Bank PLC,,HSBC,United Kingdom,,GB0005405286,financial services,publicly traded,banking,LSE: HSBA,"The Commodity Futures Trading Commission issued an order simultaneously filing and settling charges againstHSBC Bank USA, N.A., a provisionally registered swap dealer, HSBC Securities (USA) Inc., a futures commission merchant, and HSBC Bank plc, a provisionally registered swap dealer. The order charged HSBC withfailing to maintain, preserve, or produce records that were required to be kept under CFTC recordkeeping requirements, and failing to diligently supervise matters related to their businesses as CFTC registrants.",,,,,,,https://www.cftc.gov/PressRoom/PressReleases/8701-23,,,,,financial offenses,,,HSBC,30000000,80991516314,5/12/2023,investor protection violation,,,,financial institution supervision failures,0
2012,DoJ/US AG,agency action,Justice Department Civil Division,federal,4084000,Louis Dreyfus,,civil,Louis Dreyfus Energy Services,,Louis Dreyfus,France,,,financial services,privately held,commodities brokerage,,"Louis Dreyfus Energy Services paid the United States $4,084,000 to settle allegations that it violated the False Claims Act by failing to pay money owed on natural gas acquired from the Department of the Interior.",,,,,,,https://www.justice.gov/opa/pr/louis-dreyfus-energy-services-pays-4-million-resolve-allegations-it-violated-false-claims-act,,,,,government-contracting-related offenses,,,Louis Dreyfus,4084000,3820203463,7/3/2012,False Claims Act and related,,,,,0
2015,DoJ/US AG,agency action,Justice Department Civil Division,federal,29630000,Ditech Holding Corporation,,civil,Walter Investment Management Corp.,,Ditech Holding Corporation,USA,Pennsylvania,,financial services,privately held,home loans,,"Walter Investment Management Corp. agreed to pay $29.63 million to resolve allegations that through its subsidiaries -- Reverse Mortgage Solution Inc., REO Management Solutions LLC and RMS Asset Management Solutions LLC -- it violated the False Claims Act in connection with participation in the Department of Housing and Urban Development's Home Equity Conversion Mortgages program, which insures reverse mortgage loans. ",,,,,,,https://www.justice.gov/opa/pr/walter-investment-management-corp-pays-more-29-million-alleged-submission-false-claims,,,,,government-contracting-related offenses,,,Ditech Holding Corporation,29630000,3820203463,9/4/2015,False Claims Act and related,,,,,0
2016,DoJ/US AG,agency action,Justice Department Civil Division,federal,113000000,Freedom Mortgage,,civil,Freedom Mortgage Corporation,,Freedom Mortgage,USA,New Jersey,,financial services,privately held,mortgage lending,,Freedom Mortgage Corporation agreed to pay $113 million to resolve allegations that it violated the False Claims Act by knowingly originating and underwriting single family mortgage loans insured by the Federal Housing Administration that did not meet applicable requirements.,,,,,,,https://www.justice.gov/opa/pr/freedom-mortgage-corporation-agrees-pay-113-million-resolve-alleged-false-claims-act,,,,,government-contracting-related offenses,,,Freedom Mortgage,113000000,3820203463,4/15/2016,False Claims Act and related,,,,,0
2020,DoJ/US AG,agency action,Justice Department Civil Division,federal,15060000,Guaranteed Rate Inc.,,civil,Guaranteed Rate Inc.,,Guaranteed Rate Inc.,USA,Illinois,,financial services,privately held,mortgage lending,,"Guaranteed Rate Inc. agreed to pay the United States $15.06 million to resolve allegations that it violated the False Claims Act and the Financial Institutions Reform, Recovery and Enforcement Act by knowingly violating material program requirements when it originated and underwrote federally insured mortgages. ",,,,,,,https://www.justice.gov/opa/pr/guaranteed-rate-pay-15-million-resolve-allegations-it-knowingly-caused-false-claims,,,,,government-contracting-related offenses,,,Guaranteed Rate Inc.,15060000,3820203463,4/29/2020,False Claims Act and related,,,,mortgage abuses,0
2022,DoJ/US AG,agency action,Justice Department Civil Division,federal,38500000,Academy Mortgage Corp.,,civil,Academy Mortgage Corporation,,Academy Mortgage Corp.,USA,Utah,,financial services,privately held,home mortgage lending,,Mortgage company Academy Mortgage Corporation agreed to pay $38.5 million to resolve allegations it violated the False Claims Act by improperly originating and underwriting mortgages insured by the Federal Housing Administration (FHA).,,Draper,,,Utah,,https://www.justice.gov/opa/pr/academy-mortgage-corporation-agrees-pay-385-million-settle-false-claims-act-allegations,,,,,government-contracting-related offenses,,,Academy Mortgage Corp.,38500000,3820203463,12/14/2022,False Claims Act and related,,,,,0
2008,DoJ/US AG,agency action,Justice Department Civil Division,federal,10710000,RBC,,civil,RBC Mortgage Company,,Royal Bank of Canada,Canada,,CA7800871021,financial services,publicly traded,banking,NYSE: RY,"RBC Mortgage Company agreed to pay the United States more than $10.71 million to resolve allegations arising under the False Claims Act concerning 219 federally insured loans for mortgages submitted to the Federal Housing Administration of the U.S. Department of Housing and Urban Development. The government alleged that between 2001 and 2005 RBC, a subsidiary of the Royal Bank of Canada, falsified documentation in support of loan applications, violated due diligence underwriting requirements and improperly submitted loans for endorsement by HUD that were not eligible for FHA insurance.",,,,,,,https://www.justice.gov/archive/opa/pr/2008/November/08-civ-1051.html,,,,,government-contracting-related offenses,,,Royal Bank of Canada,10710000,3820203463,11/25/2008,False Claims Act and related,,,,mortgage abuses,0
2014,DoJ/US AG,agency action,Justice Department Civil Division,federal,80000000,BNP,,civil,BNP Paribas,,BNP Paribas,France,,FR0000131104,financial services,publicly traded,banking,,The Department of Justice announced that an $80 million False Claims Act judgment was entered against BNP Paribas for submitting false claims for payment guarantees issued by the U.S. Department of Agriculture.,,,,,,,https://www.justice.gov/opa/pr/80-million-judgment-entered-against-bnp-paribas-false-claims-us-department-agriculture,,,,,government-contracting-related offenses,,,BNP Paribas,80000000,3820203463,7/24/2014,False Claims Act and related,,,,,0
2015,DoJ/US AG,agency action,Justice Department Civil Division,federal,44000000,Allianz,,civil,Fireman's Fund Insurance Company,,Allianz,Germany,,DE0008404005,financial services,publicly traded,insurance,,Fireman's Fund Insurance Company agreed to pay $44 million to settle allegations under the False Claims Act that it knowingly issued insurance policies that were ineligible under the U.S. Department of Agriculture's federal crop insurance program and falsified documents.,,,,,,,https://www.justice.gov/opa/pr/firemans-fund-insurance-company-pay-44-million-settle-false-claims-act-allegations,,,,,government-contracting-related offenses,,,Allianz,44000000,3820203463,3/23/2015,False Claims Act and related,,,,,0
2018,DoJ/US AG,agency action,U.S. Attorney-Northern District of Indiana,federal,30508,Tokio Marine,,civil,Philadelphia Indemnity Insurance Company,,Tokio Marine,Japan,,JP3910660004,financial services,publicly traded,insurance,,,,,,,,,https://www.justice.gov/usao-ndin/pr/settlement-martin-enterprises-inc-and-its-surety-submitting-false-claims-demolition,,,,,government-contracting-related offenses,,,Tokio Marine,30508,3820203463,10/5/2018,False Claims Act and related,,,,,0
2006,DoJ/US AG,agency action,Justice Department Civil Division,federal,1363204,Crawford & Co.,,civil,Crawford and Company,,Crawford & Co.,USA,Georgia,US2246331076,financial services,publicly traded,claims management services,CRD.B,"Crawford and Company, an insurance services firm, agreed to pay the United States $1,363,204 to resolve allegations that between 1992 and 2002 it violated the False Claims Act when it submitted invoices to the federal government that contained inflated charges. ",,,,,,,https://www.justice.gov/archive/opa/pr/2006/October/06_civ_693.html,,,,,government-contracting-related offenses,,,Crawford & Co.,1363204,3820203463,10/11/2006,False Claims Act and related,,,,,0
2007,DoJ/US AG,agency action,Justice Department Civil Division,federal,16500000,BNYM,,civil,"Mellon Bank, N.A.",,Bank of New York Mellon,USA,New York,US0640581007,financial services,publicly traded,banking,BK,"Mellon Bank, N.A., agreed to pay an additional $16.5 million to settle claims related to the destruction of tens of thousands of individual tax returns and checks in 2001 that the bank was supposed to process as an agent for the Treasury Department.",,,,,,,https://www.justice.gov/archive/opa/pr/2007/June/07_civ_469.html,,,,,government-contracting-related offenses,,,Mellon Financial Corp.,16500000,3820203463,6/28/2007,False Claims Act and related,,,In 2007 Bank of New York merged with Mellon Financial Corp. to form Bank of New York Mellon,,0
2008,DoJ/US AG,agency action,U.S. Attorney-District of Arizona,federal,4046786,Wells,,civil,Wells Fargo Bank,,Wells Fargo,USA,California,US9497461015,financial services,publicly traded,banking,WFC,,,,,,,,"United States Reaches $4.3 Million Settlement with Wells Fargo Bank and Ticor Title, US Fed News, June 20, 2008 (via Nexis).",,,,,government-contracting-related offenses,,,Wells Fargo,4046786,3820203463,6/20/2008,False Claims Act and related,,,,,0
2008,DoJ/US AG,agency action,Justice Department Civil Division,federal,4600000,PNC,,civil,National City Mortgage Inc.,,PNC Financial Services,USA,Pennsylvania,US6934751057,financial services,publicly traded,banking,PNC,National City Mortgage Inc. agreed to pay the United States $4.6 million to settle allegations arising under the False Claims Act concerning 58 federally insured loans for mortgages submitted to the Department of Housing and Urban Development.,,,,,,,https://www.justice.gov/archive/opa/pr/2008/May/08-civ-457.html,,,,,government-contracting-related offenses,,,National City Corp.,4600000,3820203463,5/22/2008,False Claims Act and related,,,PNC Financial Services acquired National City in 2008,mortgage abuses,0
2010,DoJ/US AG,agency action,Justice Department Civil Division,federal,47000000,Nelnet,,civil,Nelnet Inc.,,Nelnet,USA,Nebraska,US64031N1081,financial services,publicly traded,financial services,NNI,Four student aid lenders paid the United States a total of $57.75 million to resolve allegations that they improperly inflated their entitlement to certain interest rate subsidies from the U.S. Department of Education in violation of the False Claims Act.,,,,,,,https://www.justice.gov/opa/pr/four-student-aid-lenders-settle-false-claims-act-suit-total-5775-million,,,,,government-contracting-related offenses,,,Nelnet,47000000,3820203463,11/17/2010,False Claims Act and related,,,,,0
2013,DoJ/US AG,agency action,Justice Department Civil Division,federal,7100000,PNC,,civil,PNC Bank N.A,,PNC Financial Services,USA,Pennsylvania,US6934751057,financial services,publicly traded,banking,PNC,PNC Bank N.A. agreed to pay $7.1 million to settle claims under the False Claims Act that it failed to engage in prudent underwriting practices in connection with the issuance of loans guaranteed by the Small Business Administration.,,,,,,,https://www.justice.gov/opa/pr/pittsburgh-based-bank-pay-us-failing-engage-prudent-underwriting-practices-sba-loan,,,,,government-contracting-related offenses,,,PNC Financial Services,7100000,3820203463,1/25/2013,False Claims Act and related,,,,,0
2014,DoJ/US AG,agency action,Justice Department Civil Division,federal,200000000,US Bank,,civil,U.S. Bank,,U.S. Bancorp,USA,Minnesota,US9029733048,financial services,publicly traded,banking,USB,U.S. Bank agreed to pay $200 million to resolve allegations that it violated the False Claims Act by knowingly originating and underwriting mortgage loans insured by the Federal Housing Administration that did not meet applicable requirements.,,,,,,,https://www.justice.gov/opa/pr/us-bank-pay-200-million-resolve-alleged-fha-mortgage-lending-violations,,,,,government-contracting-related offenses,,,U.S. Bancorp,200000000,3820203463,6/30/2014,False Claims Act and related,,,,,0
2014,DoJ/US AG,agency action,Justice Department Civil Division,federal,614000000,JPMC,,civil,JPMorgan Chase,,JPMorgan Chase,USA,New York,US46625H1005,financial services,publicly traded,banking & securities,NYSE: JPM,The Department of Justice announced that JPMorgan Chase would pay $614 million for violating the False Claims Act by knowingly originating and underwriting non-compliant mortgage loans submitted for insurance coverage and guarantees by the Federal Housing Administration and the Department of Veterans Affairs.,,,,,,,https://www.justice.gov/opa/pr/jpmorgan-chase-pay-614-million-submitting-false-claims-fha-insured-and-va-guaranteed-mortgage,,,,,government-contracting-related offenses,,,JPMorgan Chase,614000000,3820203463,2/4/2014,False Claims Act and related,,,,,0
2014,DoJ/US AG,agency action,Justice Department Civil Division,federal,418000000,Truist,,civil,SunTrust Mortgage Inc.,,Truist Financial,USA,North Carolina,US89832Q1094,financial services,publicly traded,banking,TFC,"The Justice Department, Department of Housing and Urban Development, and the Consumer Financial Protection Bureau, along with 49 state attorneys general and the District of Columbia's attorney general have reached an agreement with SunTrust Mortgage Inc. to address mortgage origination, servicing, and foreclosure abuses. As part of the settlement, SunTrust agreed to pay $418 million to resolve its potential liability under the federal False Claims Act for originating and underwriting loans that violated its obligations as a participant in the Federal Housing Administration insurance program. ",,,,,,,https://www.justice.gov/opa/pr/federal-government-and-state-attorneys-general-reach-nearly-1-billion-agreement-suntrust,,,,,government-contracting-related offenses,,,SunTrust Banks,418000000,3820203463,6/17/2014,False Claims Act and related,,,SunTrust Banks and BB&T merged and formed Truist Financial in 2019,mortgage abuses,0
2015,DoJ/US AG,agency action,Justice Department Civil Division,federal,123500000,MetLife,,civil,MetLife Home Loans LLC,,MetLife,USA,New York,US59156R1086,financial services,publicly traded,insurance,MET,MetLife Home Loans LLC agreed to pay $123.5 million to resolve allegations of violating the False Claims Act by knowingly originating and underwriting mortgage loans insured by the Federal Housing Administration that did not meet applicable requirements.,,,,,,,https://www.justice.gov/opa/pr/metlife-home-loans-llc-successor-metlife-bank-na-pay-1235-million-resolve-alleged-federal,,,,,government-contracting-related offenses,,,MetLife,123500000,3820203463,2/25/2015,False Claims Act and related,,,,,0
